date,open,high,low,close,volume
2022-01-19,1041.7050,1054.6699,995.0000,995.6500,24870215
2022-01-18,1026.6050,1070.7899,1016.0600,1030.5100,22158412
2022-01-14,1019.8800,1052.0000,1013.3788,1049.6100,24308137
2022-01-13,1109.0650,1115.6000,1026.5391,1031.5600,32403264
2022-01-12,1078.8500,1114.8400,1072.5901,1106.2200,27913005
2022-01-11,1053.6700,1075.8500,1038.8200,1064.4000,21593308
2022-01-10,1000.0000,1059.1000,980.0000,1058.1200,30604959
2022-01-07,1080.3700,1080.9299,1010.0000,1026.9600,28054916
2022-01-06,1077.0000,1088.0000,1020.5000,1064.7000,30112158
2022-01-05,1146.6500,1170.3400,1081.0101,1088.1200,26706599
2022-01-04,1189.5500,1208.0000,1123.0500,1149.5900,33416086
2022-01-03,1147.7500,1201.0700,1136.0400,1199.7800,34895349
2021-12-31,1073.4444,1081.9999,1054.5900,1056.7800,13466216
2021-12-30,1061.3300,1095.5500,1053.1500,1070.3400,15680313
2021-12-29,1098.6400,1104.0000,1064.1400,1086.1900,18718015
2021-12-28,1109.4900,1118.9999,1078.4200,1088.4700,20107969
2021-12-27,1073.6700,1117.0000,1070.7152,1093.9400,23715273
2021-12-23,1006.8000,1072.9767,997.5600,1067.0000,30904429
2021-12-22,965.6600,1015.6599,957.0500,1008.8700,31211362
2021-12-21,916.8700,939.5000,886.1200,938.5300,23839305
2021-12-20,910.7000,921.6884,893.3900,899.9400,18826671
2021-12-17,914.7700,960.6599,909.0401,932.5700,33626754
2021-12-16,994.5000,994.9800,921.8500,926.9200,27590483
2021-12-15,953.2100,978.7499,928.2501,975.9900,25056410
2021-12-14,945.0000,966.4100,930.0000,958.5100,23602090
2021-12-13,1001.0900,1005.0000,951.4200,966.4100,26198502
2021-12-10,1008.7500,1020.9797,982.5300,1017.0300,19888122
2021-12-09,1060.6400,1062.4900,1002.3600,1003.8000,19812832
2021-12-08,1052.7100,1072.3800,1033.0001,1068.9600,13968790
2021-12-07,1044.2000,1057.6739,1026.8100,1051.7500,18694857
2021-12-06,1001.5100,1021.6400,950.5000,1009.0100,27221037
2021-12-03,1084.7900,1090.5753,1000.2100,1014.9700,30773995
2021-12-02,1099.0600,1113.0000,1056.6500,1084.6000,24371623
2021-12-01,1160.6950,1172.8399,1090.7600,1095.0000,22934698
2021-11-30,1144.3700,1168.0000,1118.0000,1144.7600,27092038
2021-11-29,1100.9900,1142.6700,1100.1900,1136.9900,19464467
2021-11-26,1099.4700,1108.7827,1081.0000,1081.9200,11680890
2021-11-24,1080.3900,1132.7700,1062.0000,1116.0000,22560238
2021-11-23,1167.5100,1180.4999,1062.7000,1109.0300,36171700
2021-11-22,1162.3300,1201.9500,1132.4300,1156.8700,33072509
2021-11-19,1098.8700,1138.7199,1092.7000,1137.0600,21642258
2021-11-18,1106.5500,1112.0000,1075.0200,1096.3800,20898930
2021-11-17,1063.5100,1119.6400,1055.5000,1089.0100,31445365
2021-11-16,1003.3100,1057.1999,1002.1800,1054.7300,26542359
2021-11-15,1017.6300,1031.9800,978.6000,1013.3900,34775649
2021-11-12,1047.5000,1054.5000,1019.2000,1033.4200,25147852
2021-11-11,1102.7700,1104.9700,1054.6800,1063.5100,22396568
2021-11-10,1010.4100,1078.1000,987.3100,1067.9500,42802722
2021-11-09,1173.6000,1174.5000,1011.5200,1023.5000,58525547
2021-11-08,1149.7850,1197.0000,1133.0000,1162.9400,33445715
2021-11-05,1228.0000,1239.8700,1208.0000,1222.0900,21628812
2021-11-04,1234.4100,1243.4900,1217.0000,1229.9100,25397410
2021-11-03,1177.3300,1215.3900,1152.6200,1213.8600,34628519
2021-11-02,1159.3550,1208.5900,1146.0000,1172.0000,42450935
2021-11-01,1145.0000,1209.7500,1118.6600,1208.5900,54868952
2021-10-29,1081.8600,1115.2100,1073.2050,1114.0000,29918417
2021-10-28,1068.3050,1081.0000,1054.2000,1077.0400,27213173
2021-10-27,1039.6600,1070.8800,1030.7800,1037.8600,38526459
2021-10-26,1024.6900,1094.9400,1001.4400,1018.4300,62414968
2021-10-25,950.5300,1045.0200,944.2000,1024.8600,62852099
2021-10-22,895.5000,910.0000,890.9600,909.6800,22880835
2021-10-21,856.0000,900.0000,855.5046,894.0000,31481454
2021-10-20,865.3500,869.4900,857.3800,865.8000,14032052
2021-10-19,877.5300,877.9500,862.5100,864.2700,17381128
2021-10-18,851.7900,875.2600,851.4700,870.1100,24207244
2021-10-15,823.7384,843.2100,822.3500,843.0300,18924567
2021-10-14,815.4900,820.2500,813.3501,818.3200,12247170
2021-10-13,810.4700,815.4100,805.7800,811.0800,14120075
2021-10-12,800.9300,812.3200,796.5700,805.7200,22020040
2021-10-11,787.6500,801.2400,785.5000,791.9400,14200322
2021-10-08,796.2100,796.3800,780.9100,785.4900,16738604
2021-10-07,785.4600,805.0000,783.3800,793.6100,19195782
2021-10-06,776.2000,786.6600,773.2200,782.7500,14632768
2021-10-05,784.7962,797.3100,774.2000,780.5900,18432625
2021-10-04,796.5000,806.9699,776.1200,781.5300,30483341
2021-10-01,778.4000,780.7800,763.5900,775.2200,17031414
2021-09-30,781.0000,789.1305,775.0000,775.4800,17955961
2021-09-29,779.8000,793.5000,770.6800,781.3100,20942877
2021-09-28,787.2000,795.6400,766.1801,777.5600,25381422
2021-09-27,773.1200,799.0000,769.3100,791.3600,28070657
2021-09-24,745.8900,774.8000,744.5600,774.3900,21373022
2021-09-23,755.0000,758.2000,747.9200,753.6400,11947527
2021-09-22,743.5263,753.6699,739.1200,751.9400,15126272
2021-09-21,734.7900,744.7399,730.4400,739.3800,16330723
2021-09-20,734.5577,742.0000,718.6249,730.1700,24757652
2021-09-17,757.1500,761.0400,750.0000,759.4900,28204176
2021-09-16,752.8300,758.9100,747.6100,756.9900,13923393
2021-09-15,745.0000,756.8600,738.3600,755.8300,15357685
2021-09-14,742.5700,754.4700,736.4000,744.4900,18524881
2021-09-13,740.2143,744.7800,708.8500,743.0000,22952482
2021-09-10,759.6000,762.6100,734.5201,736.2700,15184170
2021-09-09,753.4100,762.1000,751.6301,754.8600,14077731
2021-09-08,761.5800,764.4500,740.7733,753.8700,18793036
2021-09-07,740.0000,760.2000,739.2600,752.9200,20039825
2021-09-03,732.2494,734.0000,724.2000,733.5700,15271045
2021-09-02,734.5000,740.9700,730.5400,732.3900,12796739
2021-09-01,734.0800,741.9900,731.2701,734.0900,13204335
2021-08-31,733.0000,740.3900,726.4400,735.7200,20855436
2021-08-30,714.7150,731.0000,712.7300,730.9100,18604220
2021-08-27,705.0000,715.0000,702.1001,711.9200,13833763
2021-08-26,708.3100,715.4000,697.6201,701.1600,13214292
2021-08-25,707.0300,716.9700,704.0000,711.2000,12645562
2021-08-24,710.6800,715.2200,702.6400,708.4900,13083071
2021-08-23,685.4420,712.1299,680.7505,706.3000,20264859
2021-08-20,682.8500,692.1299,673.7000,680.2600,14841865
2021-08-19,678.2100,686.5500,667.5900,673.4700,14313486
2021-08-18,669.7479,695.7700,669.3500,688.9900,20349375
2021-08-17,672.6600,674.5800,648.8400,665.7100,23721279
2021-08-16,705.0700,709.5000,676.4000,686.1700,23103303
2021-08-13,723.7100,729.9000,714.3400,717.1700,16671844
2021-08-12,706.3400,722.8000,699.4000,722.2500,17681686
2021-08-11,712.7100,715.1800,704.2100,707.8200,9800558
2021-08-10,713.9900,716.5900,701.8800,709.9900,13432305
2021-08-09,710.1700,719.0300,705.1300,713.7600,14715349
2021-08-06,711.9000,716.3300,697.6300,699.1000,15623049
2021-08-05,716.0000,720.9499,711.4100,714.6300,12919637
2021-08-04,711.0000,724.9000,708.9300,710.9200,17002647
2021-08-03,719.0000,722.6500,701.0100,709.7400,21620253
2021-08-02,700.0000,726.9400,698.4000,709.6700,33615765
2021-07-30,671.7580,697.5300,669.0000,687.2000,29656411
2021-07-29,649.7900,683.6900,648.8000,677.3500,29688446
2021-07-28,646.9950,654.9699,639.4001,646.9800,16006596
2021-07-27,663.4000,666.5000,627.2400,644.7800,32813290
2021-07-26,650.9700,668.1999,647.1100,657.6200,25336556
2021-07-23,646.3600,648.8000,637.3001,643.3800,14604944
2021-07-22,656.4428,662.1700,644.6001,649.2600,15105727
2021-07-21,659.6100,664.8599,650.2901,655.2900,13953338
2021-07-20,651.9900,662.3916,640.5010,660.5000,15487127
2021-07-19,629.8900,647.1999,621.2900,646.2200,21297090
2021-07-16,654.6800,656.6999,642.2000,644.2200,16370970
2021-07-15,658.3900,666.1400,637.8800,650.6000,20209571
2021-07-14,670.7500,678.6099,652.8400,653.3800,21641190
2021-07-13,686.3200,693.2800,666.2958,668.5400,20966092
2021-07-12,662.2000,687.2400,662.1610,685.7000,25927042
2021-07-09,653.1850,658.9100,644.6900,656.9500,18140548
2021-07-08,628.3700,654.4300,620.4600,652.8100,22773316
2021-07-07,664.2700,665.7000,638.3200,644.6500,18791960
2021-07-06,681.7115,684.0000,651.4002,659.5800,23284450
2021-07-02,678.9800,700.0000,673.2600,678.9000,27097374
2021-07-01,683.9200,687.9900,672.8000,677.9200,18634522
2021-06-30,679.7700,692.8100,678.1400,679.7000,18924862
2021-06-29,684.6500,687.5099,675.8900,680.7600,17381313
2021-06-28,671.6400,694.6999,670.3200,688.7200,21628159
2021-06-25,689.5800,693.8100,668.7000,671.8700,32496707
2021-06-24,674.9900,697.6200,667.6100,679.8200,45982386
2021-06-23,632.0000,657.2040,630.0400,656.5700,31099228
2021-06-22,618.2500,628.5693,615.5000,623.7100,19158892
2021-06-21,624.4800,631.3900,608.8800,620.8300,24812741
2021-06-18,613.3700,628.3500,611.8000,623.3100,24560905
2021-06-17,601.8878,621.4700,601.3400,616.6000,22701350
2021-06-16,597.5350,608.5000,593.5000,604.8700,21845739
2021-06-15,616.6900,616.7900,598.2300,599.3600,17764145
2021-06-14,612.2300,625.4900,609.1800,617.6900,20423983
2021-06-11,610.2300,612.5600,601.5200,609.8900,16205303
2021-06-10,603.8800,616.5900,600.5000,610.1200,23919606
2021-06-09,602.1700,611.7900,597.6301,598.7800,16584566
2021-06-08,623.0100,623.0900,595.5000,603.5900,26053405
2021-06-07,591.8250,610.0000,582.8800,605.1300,22543682
2021-06-04,579.7100,600.6100,577.2000,599.0500,24036896
2021-06-03,601.8000,604.5500,571.2200,572.8400,30111893
2021-06-02,620.1300,623.3600,599.1400,605.1200,23302779
2021-06-01,627.8000,633.8000,620.5500,623.9000,18084890
2021-05-28,628.5000,635.5900,622.3800,625.2200,22737038
2021-05-27,620.2400,631.1300,616.2100,630.8500,26370593
2021-05-26,607.5600,626.1700,601.5000,619.1300,28639305
2021-05-25,607.3100,613.9900,595.7100,604.6900,28005933
2021-05-24,581.6000,614.4800,573.6500,606.4400,34558089
2021-05-21,596.1100,596.6800,580.0000,580.8800,26030595
2021-05-20,575.0000,588.8500,571.0700,586.7800,30821119
2021-05-19,552.5500,566.2100,546.9800,563.4600,39578395
2021-05-18,568.0000,596.2500,563.3800,577.8700,36830567
2021-05-17,575.5531,589.7300,561.2000,576.8300,32390360
2021-05-14,583.4100,592.8700,570.4600,589.7400,33370856
2021-05-13,601.5450,606.4599,559.6500,571.6900,44184916
2021-05-12,602.4900,620.4100,586.7650,589.8900,33823646
2021-05-11,599.2400,627.0999,595.6000,617.2000,46503896
2021-05-10,664.9000,665.0500,627.6101,629.0400,31392417
2021-05-07,665.8000,690.0000,660.2200,672.3700,23469172
2021-05-06,680.7600,681.0200,650.0000,663.5400,27784619
2021-05-05,681.0600,685.2955,667.3400,670.9400,21901894
2021-05-04,678.9400,683.4464,657.7010,673.6000,29739319
2021-05-03,703.8000,706.0000,680.5000,684.9000,27043143
2021-04-30,667.5900,715.4700,666.1400,709.4400,40758722
2021-04-29,699.5100,702.2500,668.5002,677.0000,28845449
2021-04-28,696.4100,708.5000,693.6000,694.4000,22271047
2021-04-27,717.9600,724.0000,703.3501,704.7400,29436995
2021-04-26,741.0000,749.3000,732.6053,738.2000,31038502
2021-04-23,719.8000,737.3600,715.4600,729.4000,28413889
2021-04-22,741.5000,753.7700,718.0400,719.6900,35590255
2021-04-21,704.7700,744.8400,698.0000,744.1200,31215514
2021-04-20,717.4200,737.2500,710.6850,718.9900,35609038
2021-04-19,719.6000,725.4000,691.8001,714.6300,39686226
2021-04-16,728.6500,749.4100,724.6000,739.7800,27979526
2021-04-15,743.1000,743.6900,721.3100,738.8500,27848900
2021-04-14,770.7000,780.7900,728.0300,732.2300,49017434
2021-04-13,712.7000,763.0000,710.6600,762.3200,44652808
2021-04-12,685.7000,704.8000,682.0900,701.9800,29135670
2021-04-09,677.7700,680.9700,669.4300,677.0200,21437087
2021-04-08,677.3800,689.5499,671.6450,683.8000,23924329
2021-04-07,687.0000,691.3800,667.8400,670.9700,26309433
2021-04-06,690.3000,696.5500,681.3700,691.6200,28271839
2021-04-05,707.7100,708.1600,684.7000,691.0500,41842767
2021-04-01,688.3700,692.4203,659.4200,661.7500,35298378
2021-03-31,646.6200,672.0000,641.1100,667.9300,33337288
2021-03-30,601.7500,637.6600,591.0100,635.6200,39432359
2021-03-29,615.6400,616.4800,596.0200,611.2900,28636985
2021-03-26,641.8700,643.8200,599.8900,618.7100,33852827
2021-03-25,613.0000,645.5000,609.5000,640.3900,39224850
2021-03-24,667.9100,668.0200,630.1100,630.2700,33795174
2021-03-23,675.7700,677.8000,657.5100,662.1600,30491870
2021-03-22,684.5900,699.6200,668.7500,670.0000,39512221
2021-03-19,646.6000,657.2300,624.6201,654.8700,42893978
2021-03-18,684.2900,689.2300,652.0000,653.1600,33369022
2021-03-17,656.8700,703.7300,651.0100,701.8100,40372453
2021-03-16,703.3500,707.9200,671.0000,676.8800,32195672
2021-03-15,694.0900,713.1800,684.0400,707.9400,29423479
2021-03-12,670.0000,694.8800,666.1394,693.7300,33583840
2021-03-11,699.4000,702.5000,677.1800,699.6000,36253892
2021-03-10,700.3000,717.8500,655.0600,668.0600,60605672
2021-03-09,608.1800,678.0900,595.2100,673.5800,67523328
2021-03-08,600.5500,620.1250,558.7900,563.0000,51786958
2021-03-05,626.0600,627.8419,539.4900,597.9500,89396459
2021-03-04,655.8000,668.4500,600.0000,621.4400,64799898
2021-03-03,687.9900,700.7000,651.7050,653.2000,30207960
2021-03-02,718.2800,721.1100,685.0000,686.4400,23732158
2021-03-01,690.1100,719.0000,685.0500,718.4300,27136239
2021-02-26,700.0000,706.7000,659.5100,675.5000,39767316
2021-02-25,726.1500,737.2066,670.5800,682.2200,38126722
2021-02-24,711.8500,745.0000,694.1700,742.0200,36766950
2021-02-23,662.1300,713.6099,619.0000,698.8400,66606882
2021-02-22,762.6400,768.5000,710.2000,714.5000,36594555
2021-02-19,795.0000,796.7899,777.3700,781.3000,18958255
2021-02-18,780.9000,794.6900,776.2700,787.3800,17957058
2021-02-17,779.0900,799.8400,762.0100,798.1500,25878526
2021-02-16,818.0000,821.0000,792.4400,796.2200,19802324
2021-02-12,801.2600,817.3300,785.3306,816.1200,23768313
2021-02-11,812.4400,829.8799,801.7250,811.6600,21622753
2021-02-10,843.6350,844.8200,800.0200,804.8200,35723444
2021-02-09,855.1200,859.8000,841.7500,849.4600,15027305
2021-02-08,869.6700,877.7700,854.7500,863.4200,20161719
2021-02-05,845.0000,864.7700,838.9700,852.2300,18566637
2021-02-04,855.0000,856.5000,833.4200,849.9900,15812661
2021-02-03,877.0200,878.0800,853.0646,854.6900,18343510
2021-02-02,844.6800,880.5000,842.2006,872.7900,23998098
2021-02-01,814.2900,842.0000,795.5601,839.8100,25391385
2021-01-29,830.0003,842.4100,780.1000,793.5300,34990754
2021-01-28,820.0000,848.0000,801.0000,835.4300,26378048
2021-01-27,870.3500,891.5000,858.6600,864.1600,27333955
2021-01-26,891.3800,895.9000,871.6000,883.0900,23131603
2021-01-25,855.0000,900.4000,838.8201,880.8000,41173397
2021-01-22,834.3100,848.0000,828.6200,846.6400,20066497
2021-01-21,855.0000,855.7199,841.4201,844.9900,20598133
2021-01-20,858.7400,859.5000,837.2800,850.4500,25665883
2021-01-19,837.8000,850.0000,833.0000,844.5500,25366980
2021-01-15,852.0000,859.9000,819.1000,826.1600,38777596
2021-01-14,843.3900,863.0000,838.7500,845.0000,31266327
2021-01-13,852.7600,860.4700,832.0000,854.4100,33312496
2021-01-12,831.0000,868.0000,827.3400,849.4400,45985569
2021-01-11,849.4000,854.4300,803.6222,811.1900,59554146
2021-01-08,856.0000,884.4900,838.3900,880.0200,75055528
2021-01-07,777.6300,816.9900,775.2000,816.0400,51498948
2021-01-06,758.4900,774.0000,749.1000,755.9800,44699965
2021-01-05,723.6600,740.8400,719.2000,735.1100,32245165
2021-01-04,719.4600,744.4899,717.1895,729.7700,48638189
2020-12-31,699.9900,718.7200,691.1200,705.6700,49649928
2020-12-30,672.0000,696.6000,668.3603,694.7800,42846021
2020-12-29,661.0000,669.9000,655.0000,665.9900,22910811
2020-12-28,674.5100,681.4000,660.8000,663.6900,31553561
2020-12-24,642.9900,666.0900,641.0000,661.7700,22865568
2020-12-23,632.2000,651.4999,622.5701,645.9800,33172972
2020-12-22,648.0000,649.8800,614.2300,640.3400,51861644
2020-12-21,666.2400,668.5000,646.0700,649.8600,58045264
2020-12-18,668.9000,695.0000,628.5400,695.0000,222126194
2020-12-17,628.1900,658.8200,619.5000,655.9000,56270144
2020-12-16,628.2300,632.5000,605.0000,622.7700,42095813
2020-12-15,643.2800,646.9000,623.8000,633.2500,45223559
2020-12-14,619.0000,642.7499,610.2001,639.8300,52040649
2020-12-11,615.0100,624.0000,596.8000,609.9900,46474974
2020-12-10,574.3700,627.7500,566.3400,627.0700,67083153
2020-12-09,653.6900,654.3200,588.0000,604.4800,71291190
2020-12-08,625.5050,651.2800,618.5000,649.8800,64265029
2020-12-07,604.9197,648.7856,603.0500,641.7600,56309709
2020-12-04,591.0100,599.0400,585.5000,599.0400,29401314
2020-12-03,590.0200,598.9700,582.4300,593.3800,42552003
2020-12-02,556.4400,571.5400,541.2100,568.8200,47775653
